"household_key","DAY","text","SALES_VALUE","nextpurchase","Siguiente_compra","n_prod","AGE_DESC_19.24","AGE_DESC_25.34","AGE_DESC_35.44","AGE_DESC_45.54","AGE_DESC_55.64","AGE_DESC_65.","MARITAL_STATUS_CODE_A","MARITAL_STATUS_CODE_B","MARITAL_STATUS_CODE_U","INCOME_DESC_15.24K","INCOME_DESC_25.34K","INCOME_DESC_35.49K","INCOME_DESC_50.74K","INCOME_DESC_75.99K","INCOME_DESC_100.124K","INCOME_DESC_125.149K","INCOME_DESC_150.174K","INCOME_DESC_175.199K","INCOME_DESC_200.249K","INCOME_DESC_250K.","INCOME_DESC_Under.15K","HOMEOWNER_DESC_Homeowner","HOMEOWNER_DESC_Probable.Owner","HOMEOWNER_DESC_Probable.Renter","HOMEOWNER_DESC_Renter","HOMEOWNER_DESC_Unknown","HH_COMP_DESC_1.Adult.Kids","HH_COMP_DESC_2.Adults.Kids","HH_COMP_DESC_2.Adults.No.Kids","HH_COMP_DESC_Single.Female","HH_COMP_DESC_Single.Male","HH_COMP_DESC_Unknown","HOUSEHOLD_SIZE_DESC_1","HOUSEHOLD_SIZE_DESC_2","HOUSEHOLD_SIZE_DESC_3","HOUSEHOLD_SIZE_DESC_4","HOUSEHOLD_SIZE_DESC_5.","KID_CATEGORY_DESC_1","KID_CATEGORY_DESC_2","KID_CATEGORY_DESC_3.","KID_CATEGORY_DESC_None.Unknown","Prom_compra","Prom_vuelta","Vuelta","Apriori_despensa","Apriori_chatarra"
40,165,"GASOLINE-REG_UNLEADED",42.09,70.87,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,167,"REFRIGERATED VEGETABLES_SALAD VEGETABLES_-_SHELF_STABLE BAKED_BREAD/BUNS/ROLLS REFRGRATD_JUICES/DRNKS BROCCOLI/CAULIFLOWER VEGETABLES_-_ALL_OTHERS BREAKFAST_SWEETS CRACKERS/MISC_BKD_FD HISPANIC SEAFOOD_-_SHELF_STABLE CARROTS DINNER_MXS:DRY FLUID_MILK_PRODUCTS MEAT_-_MISC ONIONS PORK FRUIT_-_SHELF_STABLE WATER_-_CARBONATED/FLVRD_DRINK PREPARED/PKGD_FOODS TROPICAL_FRUIT DRY_NOODLES/PASTA SWEET_GOODS_&_SNACKS GRAPES BEANS_-_CANNED_GLASS_&_MW COLD_CEREAL",70.87,36.67,2,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,169,"SEAFOOD_-_FROZEN VEGETABLES_SALAD PNT_BTR/JELLY/JAMS STONE_FRUIT TEAS MELONS DISHWASH_DETERGENTS COLD_AND_FLU PICKLE/RELISH/PKLD_VEG BABY_HBC CANNED_JUICES GREETING_CARDS/WRAP/PARTY_SPLY",36.67,14.94,1,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,170,"REFRGRATD_DOUGH_PRODUCTS BROCCOLI/CAULIFLOWER FROZEN_PIZZA YOGURT MILK_BY-PRODUCTS CHICKEN",14.94,36.98,2,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,172,"POTATOES BEEF ONIONS SOUP LUNCHMEAT CONDIMENTS/SAUCES MUSHROOMS FLUID_MILK_PRODUCTS CITRUS DIAPERS_&_DISPOSABLES",36.98,11.09,1,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,173,"CHEESE PORK WATER_-_CARBONATED/FLVRD_DRINK COOKIES/CONES EGGS TROPICAL_FRUIT",11.09,30.68,2,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,175,"VEGETABLES_SALAD BEEF HISPANIC SOUP STATIONERY_&_SCHOOL_SUPPLIES BROCCOLI/CAULIFLOWER WAREHOUSE_SNACKS BAKED_BREAD/BUNS/ROLLS YOGURT BEANS_-_CANNED_GLASS_&_MW EGGS CANNED_JUICES CHEESE COOKIES/CONES TOMATOES ORGANICS_FRUIT_&_VEGETABLES",30.68,33.9,2,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,177,"REFRIGERATED BROCCOLI/CAULIFLOWER BAG_SNACKS FD_WRAPS/BAGS/TRSH_BG CRACKERS/MISC_BKD_FD FLUID_MILK_PRODUCTS LUNCHMEAT BUTTER BAKED_BREAD/BUNS/ROLLS PAPER_HOUSEWARES MARGARINES COFFEE HEAT/SERVE",33.9,50.25,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,178,"FD_WRAPS/BAGS/TRSH_BG VEGETABLES_-_ALL_OTHERS DIAPERS_&_DISPOSABLES VEGETABLES_SALAD DRY_BN/VEG/POTATO/RICE PICKLE/RELISH/PKLD_VEG WATER_-_CARBONATED/FLVRD_DRINK FRZN_VEGETABLE/VEG_DSH BABY_HBC",50.25,21.57,3,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,181,"COLD_CEREAL EGGS YOGURT SALD_DRSNG/SNDWCH_SPRD FLUID_MILK_PRODUCTS PORK ORGANICS_FRUIT_&_VEGETABLES CITRUS",21.57,6.29,1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,3,0.0722957384324435,0.015096849075323
40,182,"BEERS/ALES",6.29,35.35,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,184,"SOUP WATER_-_CARBONATED/FLVRD_DRINK HARDWARE_SUPPLIES VEGETABLES_SALAD BROCCOLI/CAULIFLOWER TEAS SEAFOOD_-_SHELF_STABLE YOGURT CANDY_-_PACKAGED FROZEN_MEAT POTATOES ELECTRICAL_SUPPPLIES DISPOSIBLE_FOILWARE BAKING_NEEDS",35.35,45.38,3,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,187,"VEGETABLES_SALAD VEGETABLES_-_ALL_OTHERS FLUID_MILK_PRODUCTS HERBS MILK_BY-PRODUCTS ORGANICS_FRUIT_&_VEGETABLES CHEESE BAKED_BREAD/BUNS/ROLLS PORK CITRUS TROPICAL_FRUIT REFRIGERATED DOMESTIC_WINE",45.38,101.72,3,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,3,0.0722957384324435,0.015096849075323
40,190,"BAKED_BREAD/BUNS/ROLLS SOUP TOMATOES DIAPERS_&_DISPOSABLES VEGETABLES_SALAD EGGS YOGURT STATIONERY_&_SCHOOL_SUPPLIES BEANS_-_CANNED_GLASS_&_MW CARROTS HISPANIC LUNCHMEAT APPLES WATER_-_CARBONATED/FLVRD_DRINK PORK GASOLINE-REG_UNLEADED SOAP_-_LIQUID_&_BAR SEAFOOD-FRESH",101.72,18.99,2,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,3,0.0722957384324435,0.015096849075323
40,192,"BROCCOLI/CAULIFLOWER REFRGRATD_DOUGH_PRODUCTS HISPANIC FLUID_MILK_PRODUCTS LUNCHMEAT BACON CHEESE HAIR_CARE_ACCESSORIES REFRIGERATED HARDWARE_SUPPLIES",18.99,18.55,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,193,"ONIONS YOGURT CHICKEN DRIED_FRUIT VEGETABLES_SALAD TROPICAL_FRUIT WATER_-_CARBONATED/FLVRD_DRINK PORK ORGANICS_FRUIT_&_VEGETABLES",18.55,28.38,2,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,195,"BAKED_BREAD/BUNS/ROLLS CHEESE VEGETABLES_-_SHELF_STABLE BEERS/ALES FLUID_MILK_PRODUCTS EGGS ELECTRICAL_SUPPPLIES PNT_BTR/JELLY/JAMS FLOUR_&_MEALS SALD_DRSNG/SNDWCH_SPRD PORK CANDY_-_CHECKLANE",28.38,33.62,1,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,196,"GASOLINE-REG_UNLEADED",33.62,42.83,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
40,198,"WATER_-_CARBONATED/FLVRD_DRINK FD_WRAPS/BAGS/TRSH_BG BROCCOLI/CAULIFLOWER GRAPES VEGETABLES_-_ALL_OTHERS ORGANICS_FRUIT_&_VEGETABLES YOGURT MAGAZINE COOKIES/CONES FLUID_MILK_PRODUCTS PORK GREETING_CARDS/WRAP/PARTY_SPLY CRACKERS/MISC_BKD_FD",42.83,13.32,1,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,2,0.0722957384324435,0.015096849075323
40,199,"VEGETABLES_SALAD CHICKEN APPLES EGGS",13.32,33.79,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40.38,2.95,1,0.0722957384324435,0.015096849075323
43,259,"SOUP BABY_FOODS",9,1.76,2,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,261,"SOFT_DRINKS",1.76,8.96,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,265,"BABY_FOODS BABY_HBC",8.96,56.49,10,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,4,0.0492432826624561,0.110853556166056
43,275,"BABY_FOODS SOFT_DRINKS FD_WRAPS/BAGS/TRSH_BG CHRISTMAS__SEASONAL CANDY_-_PACKAGED MOLASSES/SYRUP/PANCAKE_MIXS FLOUR_&_MEALS SUGARS/SWEETNERS BAKING_NEEDS DIAPERS_&_DISPOSABLES",56.49,8.33,1,29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,10,0.0492432826624561,0.110853556166056
43,276,"FROZEN_PIE/DESSERTS BAKING_NEEDS FLUID_MILK_PRODUCTS CANNED_MILK REFRGRATD_DOUGH_PRODUCTS",8.33,3.91,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,277,"SOFT_DRINKS SPICES_&_EXTRACTS MARGARINES",3.91,18.39,4,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,281,"BABY_FOODS SOFT_DRINKS BEEF BAG_SNACKS ONIONS FLUID_MILK_PRODUCTS WAREHOUSE_SNACKS",18.39,14.2,4,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,4,0.0492432826624561,0.110853556166056
43,285,"SOFT_DRINKS BAKING_MIXES MOLASSES/SYRUP/PANCAKE_MIXS BREAKFAST_SAUSAGE/SANDWICHES MARGARINES MEAT_SUPPLIES CHEESE CONDIMENTS/SAUCES",14.2,16.11,1,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,4,0.0492432826624561,0.110853556166056
43,286,"FRZN_NOVELTIES/WTR_ICE ANALGESICS BABY_FOODS INFANT_FORMULA",16.11,10,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,287,"GASOLINE-REG_UNLEADED",10,8.08,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,289,"BAKED_BREAD/BUNS/ROLLS BABY_FOODS POTATOES BEEF",8.08,7.11,7,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,296,"BABY_FOODS CANNED_JUICES",7.11,8.59,1,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,7,0.0492432826624561,0.110853556166056
43,297,"PAPER_HOUSEWARES BAKING_MIXES BAKING_NEEDS ICE_CREAM/MILK/SHERBTS",8.59,1.67,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,298,"BAG_SNACKS",1.67,2.26,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,304,"BAG_SNACKS SOFT_DRINKS",2.26,65.99,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,6,0.0492432826624561,0.110853556166056
43,306,"BABY_FOODS SOFT_DRINKS INFANT_FORMULA GASOLINE-REG_UNLEADED",65.99,4.98,4,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,310,"INFANT_FORMULA",4.98,3.01,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,4,0.0492432826624561,0.110853556166056
43,317,"BAG_SNACKS BAKING_MIXES",3.01,4.19,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,7,0.0492432826624561,0.110853556166056
43,318,"ICE_CREAM/MILK/SHERBTS",4.19,10.01,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,321,"GASOLINE-REG_UNLEADED",10.01,8.67,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,3,0.0492432826624561,0.110853556166056
43,322,"BAG_SNACKS SOFT_DRINKS BABY_FOODS VALENTINE",8.67,125.45,10,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,1,0.0492432826624561,0.110853556166056
43,332,"BAG_SNACKS BABY_FOODS SOFT_DRINKS INFANT_FORMULA",125.45,6.77,8,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,10,0.0492432826624561,0.110853556166056
43,340,"FRZN_NOVELTIES/WTR_ICE INFANT_FORMULA",6.77,67.47,7,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,8,0.0492432826624561,0.110853556166056
43,347,"INFANT_FORMULA",67.47,31.46,4,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,7,0.0492432826624561,0.110853556166056
43,351,"BABY_FOODS BABY_HBC SOFT_DRINKS GASOLINE-REG_UNLEADED",31.46,2,2,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,4,0.0492432826624561,0.110853556166056
43,353,"FLUID_MILK_PRODUCTS",2,5.82,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,355,"SOFT_DRINKS SALAD_BAR CANDY_-_CHECKLANE",5.82,14.95,2,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
43,357,"SOFT_DRINKS CANNED_JUICES GASOLINE-REG_UNLEADED CANDY_-_CHECKLANE CONVENIENT_BRKFST/WHLSM_SNACKS",14.95,1.87,2,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.18,7.37,2,0.0492432826624561,0.110853556166056
